ID,Build Version,Expected Result,Actual Result,Test Status,Browser Name
00-01,Prototype,2,2,PASS,Google Chrome
00-01,Prototype,2,2,PASS,Firefox
00-01,Prototype,2,2,PASS,Microsoft Edge
00-02,Prototype,0.3,0.30000000000000004,FAIL,Google Chrome
00-02,Prototype,0.3,0.30000000000000004,FAIL,Firefox
00-02,Prototype,0.3,0.30000000000000004,FAIL,Microsoft Edge
00-03,Prototype,NONE,NONE,PASS,Google Chrome
00-03,Prototype,NONE,NONE,PASS,Firefox
00-03,Prototype,NONE,NONE,PASS,Microsoft Edge
00-04,Prototype,NONE,NONE,PASS,Google Chrome
00-04,Prototype,NONE,NONE,PASS,Firefox
00-04,Prototype,NONE,NONE,PASS,Microsoft Edge
00-05,Prototype,10,10,PASS,Google Chrome
00-05,Prototype,10,10,PASS,Firefox
00-05,Prototype,10,10,PASS,Microsoft Edge
00-06,Prototype,10.1,10.1,PASS,Google Chrome
00-06,Prototype,10.1,10.1,PASS,Firefox
00-06,Prototype,10.1,10.1,PASS,Microsoft Edge
00-07,Prototype,0,0,PASS,Google Chrome
00-07,Prototype,0,0,PASS,Firefox
00-07,Prototype,0,0,PASS,Microsoft Edge
00-08,Prototype,1999999998,1999999998,PASS,Google Chrome
00-08,Prototype,1999999998,1999999998,PASS,Firefox
00-08,Prototype,1999999998,1999999998,PASS,Microsoft Edge
00-09,Prototype,9999999999,9999999999,PASS,Google Chrome
00-09,Prototype,9999999999,9999999999,PASS,Firefox
00-09,Prototype,9999999999,9999999999,PASS,Microsoft Edge
00-10,Prototype,9999999999.1,9999999999.1,PASS,Google Chrome
00-10,Prototype,9999999999.1,9999999999.1,PASS,Firefox
00-10,Prototype,9999999999.1,9999999999.1,PASS,Microsoft Edge
00-11,Prototype,0.22222222,0.22222222,PASS,Google Chrome
00-11,Prototype,0.22222222,0.22222222,PASS,Firefox
00-11,Prototype,0.22222222,0.22222222,PASS,Microsoft Edge
00-12,Prototype,-1999999998,-1999999998,PASS,Google Chrome
00-12,Prototype,-1999999998,-1999999998,PASS,Firefox
00-12,Prototype,-1999999998,-1999999998,PASS,Microsoft Edge
00-13,Prototype,0,0,PASS,Google Chrome
00-13,Prototype,0,0,PASS,Firefox
00-13,Prototype,0,0,PASS,Microsoft Edge
00-14,Prototype,0,1,FAIL,Google Chrome
00-14,Prototype,0,1,FAIL,Firefox
00-14,Prototype,0,1,FAIL,Microsoft Edge
00-15,Prototype,0.00000001,1e-8,FAIL,Google Chrome
00-15,Prototype,0.00000001,1e-8,FAIL,Firefox
00-15,Prototype,0.00000001,1e-8,FAIL,Microsoft Edge
00-16,Prototype,0,0,PASS,Google Chrome
00-16,Prototype,0,0,PASS,Firefox
00-16,Prototype,0,0,PASS,Microsoft Edge
00-17,Prototype,0,0,PASS,Google Chrome
00-17,Prototype,0,0,PASS,Firefox
00-17,Prototype,0,0,PASS,Microsoft Edge
00-18,Prototype,1999999998,1999999998,PASS,Google Chrome
00-18,Prototype,1999999998,1999999998,PASS,Firefox
00-18,Prototype,1999999998,1999999998,PASS,Microsoft Edge
00-19,Prototype,-1999999998,-1999999998,PASS,Google Chrome
00-19,Prototype,-1999999998,-1999999998,PASS,Firefox
00-19,Prototype,-1999999998,-1999999998,PASS,Microsoft Edge
00-20,Prototype,-19999999,-1.9999999000000002,FAIL,Google Chrome
00-20,Prototype,-19999999,-1.9999999000000002,FAIL,Firefox
00-20,Prototype,-19999999,-1.9999999000000002,FAIL,Microsoft Edge
00-21,Prototype,-2.1,-2.1,PASS,Google Chrome
00-21,Prototype,-2.1,-2.1,PASS,Firefox
00-21,Prototype,-2.1,-2.1,PASS,Microsoft Edge
00-22,Prototype,0.1,0.10000000000000009,FAIL,Google Chrome
00-22,Prototype,0.1,0.10000000000000009,FAIL,Firefox
00-22,Prototype,0.1,0.10000000000000009,FAIL,Microsoft Edge
00-23,Prototype,NONE,NONE,PASS,Google Chrome
00-23,Prototype,NONE,NONE,PASS,Firefox
00-23,Prototype,NONE,NONE,PASS,Microsoft Edge
00-24,Prototype,NONE,NONE,PASS,Google Chrome
00-24,Prototype,NONE,NONE,PASS,Firefox
00-24,Prototype,NONE,NONE,PASS,Microsoft Edge
00-25,Prototype,0,0,PASS,Google Chrome
00-25,Prototype,0,0,PASS,Firefox
00-25,Prototype,0,0,PASS,Microsoft Edge
00-26,Prototype,3.45,3.45,PASS,Google Chrome
00-26,Prototype,3.45,3.45,PASS,Firefox
00-26,Prototype,3.45,3.45,PASS,Microsoft Edge
00-27,Prototype,-0.1000001,-0.10000010000000001,FAIL,Google Chrome
00-27,Prototype,-0.1000001,-0.10000010000000001,FAIL,Firefox
00-27,Prototype,-0.1000001,-0.10000010000000001,FAIL,Microsoft Edge
00-28,Prototype,-1999999998,-1999999998,PASS,Google Chrome
00-28,Prototype,-1999999998,-1999999998,PASS,Firefox
00-28,Prototype,-1999999998,-1999999998,PASS,Microsoft Edge
00-29,Prototype,0.022,0.022000000000000002,FAIL,Google Chrome
00-29,Prototype,0.022,0.022000000000000002,FAIL,Firefox
00-29,Prototype,0.022,0.022000000000000002,FAIL,Microsoft Edge
00-30,Prototype,10,10,PASS,Google Chrome
00-30,Prototype,10,10,PASS,Firefox
00-30,Prototype,10,10,PASS,Microsoft Edge
00-31,Prototype,0.11,0.11000000000000001,FAIL,Google Chrome
00-31,Prototype,0.11,0.11000000000000001,FAIL,Firefox
00-31,Prototype,0.11,0.11000000000000001,FAIL,Microsoft Edge
00-32,Prototype,0,0,PASS,Google Chrome
00-32,Prototype,0,0,PASS,Firefox
00-32,Prototype,0,0,PASS,Microsoft Edge
00-33,Prototype,10100,10100,PASS,Google Chrome
00-33,Prototype,10100,10100,PASS,Firefox
00-33,Prototype,10100,10100,PASS,Microsoft Edge
00-34,Prototype,2.2,2,FAIL,Google Chrome
00-34,Prototype,2.2,2,FAIL,Firefox
00-34,Prototype,2.2,2,FAIL,Microsoft Edge
00-35,Prototype,NONE,NONE,PASS,Google Chrome
00-35,Prototype,NONE,NONE,PASS,Firefox
00-35,Prototype,NONE,NONE,PASS,Microsoft Edge
00-36,Prototype,NONE,NONE,PASS,Google Chrome
00-36,Prototype,NONE,NONE,PASS,Firefox
00-36,Prototype,NONE,NONE,PASS,Microsoft Edge
00-37,Prototype,11,11,PASS,Google Chrome
00-37,Prototype,11,11,PASS,Firefox
00-37,Prototype,11,11,PASS,Microsoft Edge
00-38,Prototype,9,9,PASS,Google Chrome
00-38,Prototype,9,9,PASS,Firefox
00-38,Prototype,9,9,PASS,Microsoft Edge
00-39,Prototype,0,0,PASS,Google Chrome
00-39,Prototype,0,0,PASS,Firefox
00-39,Prototype,0,0,PASS,Microsoft Edge
00-40,Prototype,0,0,PASS,Google Chrome
00-40,Prototype,0,0,PASS,Firefox
00-40,Prototype,0,0,PASS,Microsoft Edge
00-41,Prototype,NONE,NONE,PASS,Google Chrome
00-41,Prototype,NONE,NONE,PASS,Firefox
00-41,Prototype,NONE,NONE,PASS,Microsoft Edge
00-42,Prototype,0.02,0.02,PASS,Google Chrome
00-42,Prototype,0.02,0.02,PASS,Firefox
00-42,Prototype,0.02,0.02,PASS,Microsoft Edge
00-43,Prototype,500,500,PASS,Google Chrome
00-43,Prototype,500,500,PASS,Firefox
00-43,Prototype,500,500,PASS,Microsoft Edge
00-44,Prototype,-39999999996,-39999999996,PASS,Google Chrome
00-44,Prototype,-39999999996,-39999999996,PASS,Firefox
00-44,Prototype,-39999999996,-39999999996,PASS,Microsoft Edge
00-45,Prototype,NONE,NONE,PASS,Google Chrome
00-45,Prototype,NONE,NONE,PASS,Firefox
00-45,Prototype,NONE,NONE,PASS,Microsoft Edge
00-46,Prototype,0,0,PASS,Google Chrome
00-46,Prototype,0,0,PASS,Firefox
00-46,Prototype,0,0,PASS,Microsoft Edge
00-47,Prototype,0,0,PASS,Google Chrome
00-47,Prototype,0,0,PASS,Firefox
00-47,Prototype,0,0,PASS,Microsoft Edge
00-48,Prototype,1,1,PASS,Google Chrome
00-48,Prototype,1,1,PASS,Firefox
00-48,Prototype,1,1,PASS,Microsoft Edge
00-49,Prototype,-1,-10.000000009,FAIL,Google Chrome
00-49,Prototype,-1,-10.000000009,FAIL,Firefox
00-49,Prototype,-1,-10.000000009,FAIL,Microsoft Edge
00-50,Prototype,9999999990,99999999990,FAIL,Google Chrome
00-50,Prototype,9999999990,99999999990,FAIL,Firefox
00-50,Prototype,9999999990,99999999990,FAIL,Microsoft Edge
00-51,Prototype,,NONE,FAIL,Google Chrome
00-51,Prototype,,NONE,FAIL,Firefox
00-51,Prototype,,NONE,FAIL,Microsoft Edge
00-52,Prototype,A1,A1,PASS,Google Chrome
00-52,Prototype,A1,A1,PASS,Firefox
00-52,Prototype,A1,A1,PASS,Microsoft Edge
00-53,Prototype,10.1,10.1,PASS,Google Chrome
00-53,Prototype,10.1,10.1,PASS,Firefox
00-53,Prototype,10.1,10.1,PASS,Microsoft Edge
00-54,Prototype,10000000000.1,10000000000.1,PASS,Google Chrome
00-54,Prototype,10000000000.1,10000000000.1,PASS,Firefox
00-54,Prototype,10000000000.1,10000000000.1,PASS,Microsoft Edge
00-55,Prototype,1,1,PASS,Google Chrome
00-55,Prototype,1,1,PASS,Firefox
00-55,Prototype,1,1,PASS,Microsoft Edge
00-56,Prototype,0.1111,0.1111,PASS,Google Chrome
00-56,Prototype,0.1111,0.1111,PASS,Firefox
00-56,Prototype,0.1111,0.1111,PASS,Microsoft Edge
00-57,Prototype,ASDASD,ASDASD,PASS,Google Chrome
00-57,Prototype,ASDASD,ASDASD,PASS,Firefox
00-57,Prototype,ASDASD,ASDASD,PASS,Microsoft Edge
